"label_id","dimension","label_name","label_path","parent_label_id","definition","include_when","exclude_when","synonyms","confusable_labels","positive_example","negative_example","status","taxonomy_version","source_frequency","learning_source","definition_status","dirty_observation","output_eligible"
"MP-3D53F9B641","Separation method","Microfiltration","Separation method > Membrane separation > Microfiltration","MP-ABE2BC580C","Milk-protein technology in which Microfiltration is a key preparation, extraction, purification, concentration, or separation route.","Microfiltration is technically central to selectively obtaining, separating, purifying, or concentrating the target protein or peptide.","Do not apply when the method is only a routine auxiliary step and is not technically central.","","","CN114502582A: Composition containing secretory IgA and probiotics","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","5","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-34443C6B9F","Separation method","Filtration, ultrafiltration, or reverse osmosis","Separation method > Membrane separation > Filtration, ultrafiltration, or reverse osmosis","MP-ABE2BC580C","Milk-protein technology in which Filtration, ultrafiltration, or reverse osmosis is a key preparation, extraction, purification, concentration, or separation route.","Filtration, ultrafiltration, or reverse osmosis is technically central to selectively obtaining, separating, purifying, or concentrating the target protein or peptide.","Do not apply when the method is only a routine auxiliary step and is not technically central.","","","CN119241680A: ACE-inhibitory peptide VR8, its use, and a preparation method","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","13","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-8EDF569F30","Separation method","Affinity chromatography or selective adsorption","Separation method > Chromatography > Affinity chromatography or selective adsorption","MP-CC067A2D20","Milk-protein technology in which Affinity chromatography or selective adsorption is a key preparation, extraction, purification, concentration, or separation route.","Affinity chromatography or selective adsorption is technically central to selectively obtaining, separating, purifying, or concentrating the target protein or peptide.","Do not apply when the method is only a routine auxiliary step and is not technically central.","","","Supported by the domain rules and gold-standard examples.","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","1","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-26C9BED299","Separation method","Ion exchange","Separation method > Chromatography > Ion exchange","MP-CC067A2D20","Milk-protein technology in which Ion exchange is a key preparation, extraction, purification, concentration, or separation route.","Ion exchange is technically central to selectively obtaining, separating, purifying, or concentrating the target protein or peptide.","Do not apply when the method is only a routine auxiliary step and is not technically central.","","","AU2021269327A1: A method for producing a lactoferrin powder and uses thereof","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","23","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-DC4F686318","Separation method","Centrifugal separation","Separation method > Non-membrane physical separation > Centrifugal separation","MP-CF121C2C0F","Milk-protein technology in which Centrifugal separation is a key preparation, extraction, purification, concentration, or separation route.","Centrifugal separation is technically central to selectively obtaining, separating, purifying, or concentrating the target protein or peptide.","Do not apply when the method is only a routine auxiliary step and is not technically central.","","","Supported by the domain rules and gold-standard examples.","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","1","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-DF25EC4132","Protein function","Protein function","Protein function","","Root dimension for protein function in the milk-protein processing taxonomy.","The record requires a decision in this dimension.","Do not output the dimension root as a leaf-level label.","","","Supported by the domain rules and gold-standard examples.","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","2","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","standalone_path_seen_2_times_do_not_output_as_leaf","false"
"MP-B5CC7A4453","Protein function","Promotes digestion","Protein function > Promotes digestion","MP-DF25EC4132","Promotes digestion is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Promotes digestion as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","Protein function > Bone health|Protein function > Supports gut health","CN117941742B: Nutritional composition for promoting protein absorption and use thereof","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","10","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-B375FB87F2","Protein function","Supports gut health","Protein function > Supports gut health","MP-DF25EC4132","Supports gut health is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Supports gut health as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","","CN118766091A: Use of a nutritional composition to increase intestinal short-chain fatty acids","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","38","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-9EACC939A7","Protein function","Supports brain development","Protein function > Supports brain development","MP-DF25EC4132","Supports brain development is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Supports brain development as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","","CN118556870B: Nutritional composition and its use to improve brain, neural, and cognitive development","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","8","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-ACD518C5B7","Protein function","Tooth protection","Protein function > Tooth protection","MP-DF25EC4132","Tooth protection is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Tooth protection as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","","Supported by the domain rules and gold-standard examples.","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","11","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-B8A78A03ED","Protein function","Bone health","Protein function > Bone health","MP-DF25EC4132","Bone health is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Bone health as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","Protein function > Promotes digestion|Protein function > Muscle development","CN119453323A: Pediatric formula food for promoting skeletal-muscle development","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","29","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-C1182358CB","Protein function","Immune modulation","Protein function > Immune modulation","MP-DF25EC4132","Immune modulation is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Immune modulation as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","Protein function > Antimicrobial or antiviral activity|Protein function > Anti-inflammatory activity|Protein function > Treatment of respiratory disease","CN118787031A: Lactoferrin-containing nutritional composition, production process, and use","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","39","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-545CE99184","Protein function","Muscle development","Protein function > Muscle development","MP-DF25EC4132","Muscle development is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Muscle development as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","","CN119453323A: Pediatric formula food for promoting skeletal-muscle development","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","7","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-D5791F7F0C","Protein function","Antioxidant activity","Protein function > Antioxidant activity","MP-DF25EC4132","Antioxidant activity is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Antioxidant activity as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","","CN118754970A: Method for preparing zinc-loaded lactoferrin, zinc-loaded lactoferrin, and use thereof","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","3","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-653E4161FF","Protein function","Anti-inflammatory activity","Protein function > Anti-inflammatory activity","MP-DF25EC4132","Anti-inflammatory activity is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Anti-inflammatory activity as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","","CN118766962A: Use of extracellular vesicles derived from ovine colostrum to prepare a wound-healing product","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","12","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-B99824CAEE","Protein function","Anticancer activity","Protein function > Anticancer activity","MP-DF25EC4132","Anticancer activity is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Anticancer activity as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","","MX349966B: Use of sodium caseinate as antineoplastic agent.","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","27","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-1931D9D231","Protein function","Protection against neurodegeneration","Protein function > Protection against neurodegeneration","MP-DF25EC4132","Protection against neurodegeneration is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Protection against neurodegeneration as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","","CN118556870B: Nutritional composition and its use to improve brain, neural, and cognitive development","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","3","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-781498B833","Protein function","Antimicrobial or antiviral activity","Protein function > Antimicrobial or antiviral activity","MP-DF25EC4132","Antimicrobial or antiviral activity is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Antimicrobial or antiviral activity as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","Protein function > Immune modulation|Protein function > Anti-inflammatory activity","CN118787031A: Lactoferrin-containing nutritional composition, production process, and use","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","30","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-CF91532A42","Protein function","Weight management","Protein function > Weight management","MP-DF25EC4132","Weight management is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Weight management as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","","CN112890200B: Nutritional composition for catch-up growth in low-weight infants and young children","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","8","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-CA81AEBD3A","Protein function","Sleep improvement","Protein function > Sleep improvement","MP-DF25EC4132","Sleep improvement is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Sleep improvement as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","","KR102750114B1: Composition containing a whey-protein hydrolysate for preventing, improving, or treating sleep disorders","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","1","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-1F98C1B1A8","Protein function","Treatment of respiratory disease","Protein function > Treatment of respiratory disease","MP-DF25EC4132","Treatment of respiratory disease is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Treatment of respiratory disease as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","","EP4137511A4: New composition for use to treat and prevent infections by COVID-19 and other coronaviruses","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","3","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-56B4284A40","Protein function","Treatment of sensory disorders","Protein function > Treatment of sensory disorders","MP-DF25EC4132","Treatment of sensory disorders is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Treatment of sensory disorders as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","","JP6941445B2: Agent for improving balance","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","5","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-60BC446ABF","Protein function","Treatment of urinary-system disease","Protein function > Treatment of urinary-system disease","MP-DF25EC4132","Treatment of urinary-system disease is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Treatment of urinary-system disease as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","","US20190134096A1: Hyperimmune colostrum in the modulation and treatment of conditions associated with the mammalian microbiome","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","1","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-51013C8536","Protein function","Treatment of skin disease","Protein function > Treatment of skin disease","MP-DF25EC4132","Treatment of skin disease is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Treatment of skin disease as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","","CN118766962A: Use of extracellular vesicles derived from ovine colostrum to prepare a wound-healing product","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","9","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-7B8966810A","Protein function","Treatment of anemia","Protein function > Treatment of anemia","MP-DF25EC4132","Treatment of anemia is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Treatment of anemia as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","","CN117016792A: Gel confection with iron-supplementing and antimicrobial effects and preparation method thereof","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","8","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-5F63122309","Protein function","Sedative or analgesic effect","Protein function > Sedative or analgesic effect","MP-DF25EC4132","Sedative or analgesic effect is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Sedative or analgesic effect as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","","CN116584653A: Use of a composition to prevent or relieve infant colic","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","2","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-E31655A047","Protein function","Blood-pressure reduction","Protein function > Blood-pressure reduction","MP-DF25EC4132","Blood-pressure reduction is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Blood-pressure reduction as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","","CN119241680A: ACE-inhibitory peptide VR8, its use, and a preparation method","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","5","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-84ACD09679","Protein function","Glycemic control","Protein function > Glycemic control","MP-DF25EC4132","Glycemic control is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Glycemic control as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","","CN111801109B: Peptide capable of improving cognitive function","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","11","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-4958246546","Protein function","Lipid reduction","Protein function > Lipid reduction","MP-DF25EC4132","Lipid reduction is the principal function or effect supported by a claimed use, the central title or abstract purpose, a technical effect, or an experimental conclusion.","Direct evidence establishes Lipid reduction as a primary use or effect.","Do not apply when it appears only in background, an extended list of uses, or a mechanism and is not a primary effect.","","","CN115038454A: Composition containing bovine-milk exosomes for inducing adipose browning","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","11","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-6EAC4AC735","Protein type","Protein type","Protein type","","Root dimension for protein type in the milk-protein processing taxonomy.","The record requires a decision in this dimension.","Do not output the dimension root as a leaf-level label.","","","Supported by the domain rules and gold-standard examples.","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","0","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","false"
"MP-015BB1E97D","Protein type","Whey protein","Protein type > Whey protein","MP-6EAC4AC735","Milk-protein technology in which Whey protein is a core active ingredient, preparation target, processing target, or claim-limited component.","Whey protein is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","CN116490081A: Native whey-protein composition for improving gastrointestinal tolerance","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","5","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-20D2D0B869","Protein type","Other milk proteins","Protein type > Other milk proteins","MP-6EAC4AC735","Milk-protein technology in which Other milk proteins is a core active ingredient, preparation target, processing target, or claim-limited component.","Other milk proteins is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","Supported by the domain rules and gold-standard examples.","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","0","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-40CBB54771","Protein type","Casein","Protein type > Casein","MP-6EAC4AC735","Milk-protein technology in which Casein is a core active ingredient, preparation target, processing target, or claim-limited component.","Casein is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","CN113660867B: Nutritional composition exhibiting phase separation under gastric conditions and preparation method thereof","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","1","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-6C70B7E407","Protein type","WPC80","Protein type > Whey protein > WPC80","MP-015BB1E97D","Milk-protein technology in which WPC80 is a core active ingredient, preparation target, processing target, or claim-limited component.","WPC80 is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","CN115517368A: Whey-protein powder for post-exercise recovery and preparation method thereof","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","2","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-7B71A213CA","Protein type","Alpha-lactalbumin","Protein type > Whey protein > Alpha-lactalbumin","MP-015BB1E97D","Milk-protein technology in which Alpha-lactalbumin is a core active ingredient, preparation target, processing target, or claim-limited component.","Alpha-lactalbumin is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","CN117941742B: Nutritional composition for promoting protein absorption and use thereof","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","13","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-130D511DCC","Protein type","Beta-lactoglobulin","Protein type > Whey protein > Beta-lactoglobulin","MP-015BB1E97D","Milk-protein technology in which Beta-lactoglobulin is a core active ingredient, preparation target, processing target, or claim-limited component.","Beta-lactoglobulin is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","CN113660867B: Nutritional composition exhibiting phase separation under gastric conditions and preparation method thereof","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","4","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-44958F5E65","Protein type","Lactoperoxidase","Protein type > Whey protein > Lactoperoxidase","MP-015BB1E97D","Milk-protein technology in which Lactoperoxidase is a core active ingredient, preparation target, processing target, or claim-limited component.","Lactoperoxidase is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","US10376543B2: Fermented milk product and method for producing the same","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","4","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-7EC1100C3D","Protein type","Lactoferrin","Protein type > Whey protein > Lactoferrin","MP-015BB1E97D","Milk-protein technology in which Lactoferrin is a core active ingredient, preparation target, processing target, or claim-limited component.","Lactoferrin is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","CN119453323A: Pediatric formula food for promoting skeletal-muscle development","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","81","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-9D6D44DD58","Protein type","Immunoglobulin","Protein type > Whey protein > Immunoglobulin","MP-015BB1E97D","Milk-protein technology in which Immunoglobulin is a core active ingredient, preparation target, processing target, or claim-limited component.","Immunoglobulin is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","CN114794491A: Composition for improving brain function and preparation method thereof","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","12","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
"MP-F813EC3CD8","Protein type","Lysozyme","Protein type > Whey protein > Lysozyme","MP-015BB1E97D","Milk-protein technology in which Lysozyme is a core active ingredient, preparation target, processing target, or claim-limited component.","Lysozyme is a core active ingredient, preparation target, processing target, or claim-limited component in a milk-source context.","Do not apply when it is merely optional, background material, non-milk material, or a physiological indicator.","","","Supported by the domain rules and gold-standard examples.","See the domain boundary rules and adjacent-label examples.","formal","milk-protein-customer-v2","1","20260525085204594-2.xlsx","user_confirmed_v2_starting_definition","","true"
